,u,v,distance(m),street type,speed(km/h)
14574,1449431350,1449431194,11,1,15
14575,579506494,579506290,45,2,20
14576,591434042,6141796421,2,1,15
14578,591434042,591434043,2,1,15
14580,591434043,591434042,2,2,20
14582,591434043,591434044,10,1,15
14584,591434044,591434043,10,0,10
14586,591434044,591433832,70,0,10
14587,591434044,6141796421,12,1,15
14588,1449431372,1449431232,5,1,15
14589,1449431372,1449431606,5,0,10
14590,1449431389,741702052,40,1,15
14591,1449431389,6167344572,6,2,20
14592,1449431389,6167344575,24,1,15
14593,1449431395,428635865,43,2,20
14594,1449431395,650274000,121,2,20
14595,1449431395,5276518426,105,1,15
14596,245535095,245535100,53,1,15
14597,245535095,245533066,9,2,20
14598,1879216504,257506570,18,1,15
14599,1879216504,5646660250,7,2,20
14600,1879216504,257506566,24,1,15
14601,1879216504,2462381376,22,1,15
14602,227316089,227316137,31,2,20
14603,227316089,363973195,47,1,15
14604,227316089,224738452,158,1,15
14605,245535100,245535095,53,1,15
14606,2318307716,2318307720,19,1,15
14607,2318307716,2318307719,14,2,20
14608,2318307717,3146813281,55,1,15
14609,2318307717,2318307718,14,1,15
14610,2318307718,6245731039,33,1,15
14611,2318307718,2318307717,14,1,15
14612,1449431432,4283908899,6,1,15
14613,1449431432,6167359486,18,2,20
14614,1449431432,6167357883,14,1,15
14615,1449431432,6167191747,42,1,15
14616,2318307720,268533992,10,2,20
14617,2318307720,2317966813,19,2,20
14618,2318307719,6245731019,30,1,15
14619,2318307719,2318307716,14,1,15
14620,1449431437,1449431441,5,2,20
14621,1449431437,1449431564,10,1,15
14622,245535118,594801681,78,1,15
14623,245535118,594801725,9,1,15
14624,245535118,6167344375,25,1,15
14625,1449431439,1449431238,92,1,15
14626,245535122,6167344375,8,1,15
14627,245535122,26034673,78,2,20
14628,1449431441,1449431504,3,0,10
14629,1449431441,1449431244,6,1,15
14630,1449431448,1449431236,6,1,15
14631,1449431448,6167191746,23,1,15
14632,767725981,2868682190,74,0,10
14633,591434144,1715989157,10,1,15
14634,591434144,598156578,8,0,10
14635,591434144,1964021897,28,1,15
14636,1449431456,582800718,5,1,15
14637,1449431456,1449431265,5,2,20
14638,1449431456,576877857,8,1,15
14639,1449431464,2771805040,4,2,20
14640,1449431464,1449431590,8,1,15
14641,1449431467,4283908898,8,1,15
14642,1449431467,4148228277,4,2,20
14643,1449431465,1449431448,9,2,20
14644,1449431465,1449431578,28,1,15
14645,227316137,25635444,48,1,15
14646,227316137,227316089,31,1,15
14647,227316137,227316218,158,0,10
14648,1449431476,2279153644,44,1,15
14649,1449431476,1449431232,5,1,15
14650,767726007,767752598,8,2,20
14651,767726007,767688602,77,2,20
14652,767726007,2766300602,14,0,10
14653,4996764092,1492145774,84,1,15
14654,4996764092,289597163,14,1,15
14655,4996764093,3215102053,30,2,20
14656,4996764093,3215102052,8,1,15
14657,4996764093,5002595148,12,0,10
14658,4996764094,289597153,8,1,15
14659,4996764094,4996764093,29,1,15
14660,4996764095,1492153099,108,2,20
14661,4996764095,4996764094,14,1,15
14662,4996764096,387266445,5,1,15
14663,767726031,501027460,64,2,20
14664,1449431504,1449431533,3,0,10
14665,1449431504,1449431336,4,1,15
14666,1449431510,6167357867,2,1,15
14667,1449431510,6167357866,2,2,20
14668,1449431511,576877857,7,1,15
14669,1449431511,1449431265,7,0,10
14670,1449431515,1449431350,4,2,20
14671,1449431515,1449431236,17,1,15
14672,1449431517,6167344588,191,1,15
14673,581734877,581705307,100,1,15
14674,581734877,581713850,145,1,15
14675,581734877,581735330,59,2,20
14676,1449431526,6167357866,6,1,15
14677,1449431526,6167357865,7,0,10
14678,1449431526,1449431625,7,1,15
14679,1449431526,1449431517,15,1,15
14680,1449431533,1449431441,3,2,20
14681,1449431533,1449431263,5,1,15
14682,1449431539,5694419768,47,1,15
14683,1449431539,2189478938,11,0,10
14684,1449431544,6138135272,6,1,15
14685,1449431544,1449431584,101,0,10
14686,227316218,227316137,158,1,15
14687,227316218,25635443,48,2,20
14688,227316218,224738452,31,0,10
14689,3123220993,633912883,17,2,20
14690,3123220993,3202364311,41,0,10
14692,3123220993,3123220997,34,1,15
14693,1449431554,1449431206,61,2,20
14694,3123220997,3202364313,43,2,20
14696,3123220997,3123220993,34,1,15
14697,3123220997,633912883,38,1,15
14698,702452232,702376246,8,1,15
14699,702452232,125386189,14,1,15
14700,702452232,781154177,25,0,10
14701,1449431564,1449431263,10,2,20
14702,1449431564,1449431622,19,1,15
14703,1449431574,1449431504,4,0,10
14704,1449431574,1449431336,5,0,10
14705,1449431576,1449431526,17,1,15
14706,1449431576,6167357865,18,1,15
14707,1449431578,580890024,26,1,15
14708,1449431578,6167191747,8,2,20
14709,1449431578,6167191746,6,2,20
14710,1449431579,1449431218,4,1,15
14711,1449431579,6167344562,9,1,15
14712,1449431579,1449431511,10,2,20
14713,1449431580,1449431544,65,0,10
14714,1449431584,1449431597,7,1,15
14715,1449431584,6167191745,4,0,10
14716,1449431584,6167357869,9,2,20
14717,1449431584,1449431510,13,1,15
14718,1449431584,6167357868,12,2,20
14719,1449431585,667680177,49,1,15
14720,1449431585,667680173,23,1,15
14722,1449431585,6167191149,3,1,15
14723,1449431590,650268095,94,1,15
14724,1449431590,1449431238,4,1,15
14725,702452267,702452273,11,2,20
14726,1449431597,1449431342,9,1,15
14727,1449431597,1449431515,6,2,20
14728,1449431600,6167357865,5,0,10
14729,1449431600,1449431624,3,1,15
14730,1449431600,1449431476,13,2,20
14731,702452273,30220442,14,1,15
14732,702452273,781154040,62,2,20
14733,1449431604,1449431632,7,1,15
14734,1449431604,6167344580,4,0,10
14735,1449431604,6167344579,7,0,10
14736,1449431606,4148228277,7,1,15
14737,1449431606,1449431270,5,1,15
14738,1449431609,4369807452,136,1,15
14739,1449431609,1449431156,15,1,15
14742,3219558971,4518407395,7,1,15
14743,3219558971,4518407396,27,2,20
14745,3219558971,3394742110,80,2,20
14746,1449431613,1449431606,5,1,15
14747,1449431613,1449431467,6,0,10
14748,1449431612,6167344580,7,1,15
14749,1449431612,1449431632,4,2,20
14750,1449431615,583243026,41,2,20
14751,1449431615,268533545,15,2,20
14752,1449431615,3146813285,88,2,20
14753,1449431621,6167191745,16,2,20
14754,1449431621,1449431584,16,2,20
14755,3219558983,3215192006,4,2,20
14757,3219558983,3219558984,44,2,20
14759,3219558983,4518407395,27,0,10
14761,3219558983,2906505250,9,1,15
14762,3219558983,4518407396,7,2,20
14763,3219558984,3219558983,44,2,20
14765,3219558984,3215192005,8,1,15
14766,3219558984,3219558985,43,0,10
14767,3219558985,4518401169,46,0,10
14769,3219558985,3219558984,43,1,15
14770,3219558985,4518401170,51,2,20
14771,1449431624,6167191150,154,1,15
14772,1449431624,6167357864,49,0,10
14773,1449431624,1449431600,3,1,15
14774,1449431624,1449431156,3,1,15
14775,1449431624,6167191149,202,1,15
14776,202412621,580173977,178,1,15
14777,202412621,202416358,255,2,20
14778,202412621,2143829872,179,2,20
14779,176722502,176722515,20,1,15
14780,176722502,6167413256,104,1,15
14781,1449431625,1449431597,7,0,10
14782,1449431625,1449431510,6,1,15
14783,1449431632,1449431579,16,1,15
14784,1449431632,741702223,7,0,10
14785,176722515,176721271,19,1,15
14786,176722515,176722521,77,2,20
14787,176722521,176722515,77,1,15
14788,1899270748,312718907,82,1,15
14789,1899270748,1725216333,14,0,10
14790,2465501910,2465501923,55,2,20
14791,650285791,650285631,6,1,15
14792,650285791,5257193656,40,0,10
14793,650285791,5257193654,46,1,15
14794,2465501923,777696327,31,1,15
14795,2465501923,2465501910,55,1,15
14796,277517038,711334126,90,1,15
14798,277517038,711334125,10,0,10
14800,277517039,711327758,3,1,15
14802,277517039,711334151,67,1,15
14804,277517041,711334207,53,2,20
14806,277517041,6125904520,16,0,10
14808,277517042,711334295,25,0,10
14810,277517042,711334207,15,1,15
14811,277517042,711334250,13,1,15
14812,277517043,711357122,21,0,10
14814,277517043,711357396,29,2,20
14816,277517044,589408684,6,1,15
14818,277517044,711331595,5,1,15
14819,277517044,711331606,78,0,10
14820,579507010,579506290,26,1,15
14821,579507010,579488505,17,2,20
14822,579507010,579494625,38,1,15
14823,1597543242,5402876169,33,0,10
14825,1597543242,1350323383,17,0,10
14827,1597543248,1594632468,6,1,15
14828,1597543248,1597555513,113,2,20
14829,1597543248,6202471307,82,2,20
14830,582914901,1808484519,3255,0,10
14831,702452621,702452622,11,0,10
14832,702452621,781092721,150,1,15
14833,702452622,702452621,11,2,20
14834,702452622,1833877038,78,2,20
14835,277123996,519816212,93,1,15
14836,581735330,581735363,34,2,20
14837,581735330,581733230,38,1,15
14838,581735330,581733287,64,2,20
14839,581735330,581734877,59,1,15
14840,702452647,989874283,10,1,15
14841,702452647,1833877037,46,1,15
14842,581735363,581735330,34,1,15
14843,581735363,581733882,276,2,20
14844,581735363,581736616,41,1,15
14845,343315411,248746917,71,1,15
14846,6206952411,4887670713,14,1,15
14847,6206952411,6206959532,112,0,10
14848,587652964,2173284657,31,1,15
14850,587652964,587652960,2,2,20
14852,587652966,587652977,2,0,10
14854,587652966,2173284657,10,1,15
14856,343315451,343315484,54,0,10
14857,343315451,248746917,40,2,20
14858,343315451,248746918,9,1,15
14859,277124110,591317311,9,1,15
14860,277124110,291965872,6,2,20
14861,343315484,343315451,54,0,10
14862,2707985442,6206967737,16,1,15
14863,2707985442,676643772,63,2,20
14864,781096031,781096034,12,1,15
14865,781096031,781154613,72,2,20
14866,277124192,591320182,6,0,10
14867,277124192,591320179,5,1,15
14868,781096034,781092688,10,2,20
14869,781096034,781096056,81,1,15
14870,781096056,781092782,11,1,15
14871,781096056,137154180,47,2,20
14872,781096056,3222703084,28,2,20
14873,591434896,247418909,3,2,20
14875,591434896,846571197,18,1,15
14876,591434896,591433832,24,0,10
14877,591434903,247417669,17,2,20
14879,591434903,6141796421,17,2,20
14880,591434903,247417827,32,1,15
14881,4313862257,418104790,27,2,20
14882,4313862257,418104792,77,0,10
14883,4313862257,4313862256,42,0,10
14884,4313862259,356098596,85,1,15
14885,589731047,589702555,2,1,15
14886,589731047,6167229082,7,0,10
14887,589731053,589704714,6,0,10
14888,589731053,1479930080,10,2,20
14889,4716795139,4716795162,25,0,10
14890,4716795139,4716795161,27,2,20
14891,4716795139,4716795179,17,2,20
14892,4716795140,1964023962,7,2,20
14893,4716795140,6167417901,7,1,15
14894,4716795142,5630513725,2,0,10
14895,4716795142,1960476797,10,1,15
14896,4716795142,1960504466,155,0,10
14897,4716795144,1964023943,4,2,20
14900,4716795144,4716795887,19,1,15
14903,4716795144,1964023957,6,1,15
14904,4716795144,1960504466,23,1,15
14905,4716795145,4716795598,3,2,20
14906,4716795145,4716795146,20,2,20
14907,4716795145,1964023957,5,2,20
14908,4716795146,4716795361,4,1,15
14909,4716795146,4716795147,23,1,15
14910,4716795146,4716795145,20,2,20
14911,4716795147,4716795148,4,0,10
14912,4716795147,4716795146,23,1,15
14913,4716795147,4716795149,8,0,10
14914,4716795148,4716795701,3,0,10
14916,4716795148,1288940364,2,1,15
14918,4716795148,4716795147,4,1,15
14919,4716795149,3967630107,2,2,20
14921,4716795149,4716795355,3,1,15
14923,4716795149,4716795147,8,1,15
14924,4716795152,3967630095,4,0,10
14926,4716795152,1964023944,4,1,15
14928,4716795152,1964023957,18,2,20
14929,4716795153,4716795169,4,2,20
14930,4716795153,4716795154,2,0,10
14931,4716795153,4716795157,4,0,10
14932,4716795154,4716795170,4,1,15
14933,4716795154,4716795155,2,1,15
14934,4716795154,4716795153,2,0,10
14935,4716795155,4716795171,4,0,10
14936,4716795155,4716795834,4,1,15
14937,4716795155,4716795154,2,1,15
14938,4716795156,6167231003,8,1,15
14939,4716795156,3211909915,100,1,15
14940,4716795157,4716795569,16,1,15
14941,4716795157,4716795153,4,2,20
14942,4716795157,2173272382,25,1,15
14943,4716795158,4716795175,4,1,15
14944,4716795158,4716795162,4,0,10
14945,4716795158,4716795159,2,2,20
14946,4716795159,4716795176,4,1,15
14947,4716795159,4716795158,2,1,15
14948,4716795159,4716795160,2,0,10
14949,4716795160,4716795177,4,2,20
14950,4716795160,4716795159,2,1,15
14951,4716795160,4716795161,3,1,15
14952,4716795161,4716795375,5,2,20
14953,4716795161,4716795139,27,1,15
14954,4716795161,4716795160,3,2,20
14955,4716795162,4716795139,25,1,15
14956,4716795162,4716795466,22,1,15
14957,4716795162,4716795158,4,0,10
14958,4716795163,4716795172,4,1,15
14959,4716795163,4716795166,6,1,15
14960,4716795163,4716795466,4,0,10
14961,4716795163,4716795164,2,0,10
14962,4716795164,4716795173,4,0,10
14963,4716795164,4716795167,6,2,20
14964,4716795164,4716795163,2,2,20
14965,4716795164,4716795165,2,1,15
14966,4716795165,4716795174,4,2,20
14967,4716795165,4716795168,6,0,10
14968,4716795165,4716795164,2,0,10
14969,4716795165,4716795649,4,2,20
14970,4716795166,4716795169,15,1,15
14971,4716795166,4716795163,6,0,10
14972,4716795166,4716795336,1,1,15
14974,4716795166,4716795448,1,1,15
14976,4716795167,4716795170,15,1,15
14977,4716795167,4716795164,6,2,20
14978,4716795167,4716795336,1,0,10
14980,4716795167,4716795854,1,2,20
14982,4716795168,4716795171,15,0,10
14983,4716795168,4716795165,6,1,15
14984,4716795168,4716795854,1,1,15
14986,4716795168,4716795533,1,1,15
14988,4716795169,4716795166,15,1,15
14989,4716795169,4716795153,4,1,15
14990,4716795169,4716795379,1,0,10
14991,4716795169,4716795448,15,1,15
14992,4716795170,4716795167,15,1,15
14993,4716795170,4716795154,4,0,10
14994,4716795170,4716795379,1,1,15
14995,4716795170,4716795592,1,0,10
14996,4716795171,4716795168,15,0,10
14997,4716795171,4716795155,4,2,20
14998,4716795171,4716795592,1,1,15
14999,4716795171,4716795768,4,2,20
15000,4716795172,4716795175,15,1,15
15001,4716795172,4716795163,4,1,15
15002,4716795172,4716795330,1,1,15
15004,4716795172,4716795584,1,1,15
15006,4716795173,4716795176,15,1,15
15007,4716795173,4716795164,4,2,20
15008,4716795173,4716795678,1,1,15
15010,4716795173,4716795584,1,0,10
15012,4716795174,4716795177,15,2,20
15013,4716795174,4716795165,4,1,15
15014,4716795174,4716795503,1,2,20
15016,4716795174,4716795678,1,2,20
15018,4716795175,4716795158,4,0,10
15019,4716795175,4716795172,15,2,20
15020,4716795175,4716795846,1,2,20
15022,4716795175,4716795524,1,1,15
15024,4716795176,4716795159,4,2,20
15025,4716795176,4716795173,15,2,20
15026,4716795176,4716795876,1,1,15
15028,4716795176,4716795846,1,1,15
15030,4716795177,4716795160,4,1,15
15031,4716795177,4716795174,15,1,15
15032,4716795177,4716795876,1,2,20
15034,4716795177,4716795437,1,1,15
15036,4716795179,4716795139,17,0,10
15037,4716795179,4716795370,19,1,15
15038,4716795179,1964023963,18,1,15
15039,4716795181,4716795305,6,1,15
15040,4716795181,4716795182,20,2,20
15041,4716795181,4716795185,24,2,20
15042,4716795181,4716795187,8,2,20
15043,4716795182,4716795308,6,2,20
15044,4716795182,4716795184,11,1,15
15045,4716795182,4716795181,20,1,15
15046,4716795183,1964023963,5,1,15
15047,4716795183,4716795184,5,2,20
15048,4716795183,4716795323,10,1,15
15049,4716795183,4716795322,16,0,10
15050,4716795184,4716795183,5,1,15
15051,4716795184,4716795182,11,2,20
15052,4716795184,4716795309,13,1,15
15053,4716795185,4716795181,24,2,20
15054,4716795185,4716795303,6,0,10
15055,4716795185,4716795186,8,0,10
15056,4716795186,3967630114,20,1,15
15057,4716795186,3967630111,23,1,15
15058,4716795186,4716795185,8,1,15
15059,4716795187,1288940366,25,1,15
15060,4716795187,1288940368,27,1,15
15061,4716795187,4716795181,8,2,20
15062,582915380,583063692,2558,1,15
15063,582915380,4957761347,71,1,15
15064,582915380,4957761346,173,1,15
15065,2640745799,387153078,75,0,10
15066,2640745799,2640745800,72,2,20
15067,2640745800,2640744060,36,1,15
15068,2640745800,2640745801,21,2,20
15069,2640745800,2640745799,72,1,15
15070,2640745800,2640744064,76,0,10
15071,2640745801,2640745800,21,2,20
15072,6202471412,6202471433,9,1,15
15073,6202471412,6202471437,7,1,15
15074,6202471412,6202471410,31,2,20
15075,591435152,591435153,2,0,10
15077,591435152,247417628,15,2,20
15079,591435153,247417629,13,0,10
15081,591435153,591435152,2,1,15
15083,591435157,591435160,3,1,15
15085,591435157,247417628,3,1,15
15087,591435159,591435160,4,1,15
15089,591435159,247417570,18,1,15
15090,591435159,591435362,14,1,15
15091,591435160,591435159,4,1,15
15093,591435160,591435157,3,1,15
15095,243963292,456878880,11,0,10
15096,243963292,457365654,88,1,15
15097,243963292,6182893637,42,0,10
15098,243963290,456878881,44,1,15
15099,243963295,41675719,27,1,15
15100,243963295,457365623,88,1,15
15101,243963295,457365625,41,1,15
15102,4716795303,4716795185,6,0,10
15103,4716795303,4716795304,10,1,15
15104,4716795303,4716795305,23,1,15
15105,4716795303,4716795320,38,1,15
15106,4716795304,3967630111,5,1,15
15107,4716795304,3967630114,6,2,20
15108,4716795304,4716795303,10,1,15
15109,4716795305,2442297442,14,2,20
15110,4716795305,4716795181,6,0,10
15111,4716795305,4716795303,23,1,15
15112,4716795305,4716795308,20,1,15
15113,4716795308,2442297445,18,1,15
15114,4716795308,4716795182,6,2,20
15115,4716795308,4716795309,24,0,10
15116,4716795308,4716795305,20,1,15
15117,4716795309,2442297447,20,1,15
15118,4716795309,4716795308,24,0,10
15119,4716795309,4716795184,13,1,15
15120,4716795309,1964023935,5,2,20
15121,243963310,456878877,14,2,20
15122,243963310,457365650,63,0,10
15123,243963310,243963312,27,2,20
15124,243963312,457365602,11,1,15
15125,243963312,456878880,8,1,15
15126,243963312,243963310,27,1,15
15127,4716795320,1964023936,49,1,15
15128,4716795320,1964023963,21,1,15
15131,4716795320,4716795303,38,2,20
15132,4716795320,4716795332,41,0,10
15133,4716795322,1288940402,30,1,15
15134,4716795322,1288940369,29,1,15
15135,4716795322,4716795183,16,0,10
15136,4716795323,2442297450,29,1,15
15137,4716795323,1964023940,8,0,10
15138,4716795323,4716795183,10,1,15
15139,4716795330,4716795524,15,1,15
15141,4716795330,4716795172,1,1,15
15143,4716795330,4716795368,6,2,20
15144,4716795330,4716795739,9,1,15
15145,4716795332,4716795848,3,0,10
15147,4716795332,4716795633,5,1,15
15148,4716795332,4716795320,41,2,20
15149,4716795336,4716795379,15,1,15
15151,4716795336,4716795166,1,1,15
15153,4716795336,4716795167,1,1,15
15155,4716795341,4716795560,1,0,10
15157,4716795341,4716795394,1,1,15
15159,4716795347,4716795862,3,1,15
15161,4716795347,4716795604,5,1,15
15162,4716795347,4716795683,13,2,20
15163,4716795352,4716795585,3,2,20
15165,4716795352,4716795370,5,2,20
15167,4716795353,4716795526,1,0,10
15170,4716795353,1964023943,1,0,10
15173,4716795355,4716795149,3,2,20
15175,4716795355,3967630108,9,0,10
15176,4716795355,3967630107,4,1,15
15177,579507678,579486162,144,1,15
15178,4716795361,1288940365,5,2,20
15180,4716795361,1288940387,5,1,15
15182,4716795361,4716795146,4,1,15
15183,2927793634,356098880,26,2,20
15184,2927793634,356098960,171,2,20
15185,2927793634,2927793636,44,1,15
15186,2927793636,248746923,6,1,15
15187,2927793636,248746922,43,2,20
15188,2927793636,2927793634,44,1,15
15189,2927793638,2975297647,35,1,15
15190,2927793638,4315827379,2,1,15
15191,2927793638,248746980,80,0,10
15192,4716795368,4716795330,6,1,15
15193,4716795368,4716795470,6,2,20
15197,4716795368,4716795648,3,1,15
15199,4716795368,4716795638,22,2,20
15200,4716795370,4716795633,3,0,10
15201,4716795370,4716795352,5,1,15
15203,4716795370,4716795848,5,1,15
15205,4716795370,4716795179,19,2,20
15206,4716795375,4716795161,5,2,20
15207,4716795375,4716795639,5,0,10
15208,4716795375,4716795437,3,0,10
15210,4716795375,4716795638,3,2,20
15212,4716795379,4716795169,1,0,10
15213,4716795379,4716795336,15,1,15
15215,4716795379,4716795170,1,2,20
15216,4716795387,4716795443,23,2,20
15217,4716795387,4716795586,25,1,15
15219,4716795387,291483633,33,1,15
15220,4716795393,4716795789,1,2,20
15222,4716795393,4716795451,1,0,10
15224,4716795394,4716795341,1,2,20
15226,4716795394,4716823526,3,1,15
15227,4716795394,1964023942,3,0,10
15228,4716795396,4716795698,3,2,20
15230,4716795396,4716795604,3,2,20
15232,4716795396,4716795639,3,0,10
15233,4716795396,4716795862,5,1,15
15234,4716795406,4716795613,12,2,20
15236,4716795406,4716795711,8,1,15
15237,4716795406,4716795585,3,1,15
15238,4716795407,4716795803,1,1,15
15240,4716795407,4716795464,1,0,10
15242,4716795408,4716795817,3,1,15
15243,4716795408,4716795508,3,1,15
15245,4716795408,4716795683,5,0,10
15246,4716795413,4716795539,11,1,15
15248,4716795413,4716795731,22,0,10
15250,4716795413,4716795806,9,1,15
15252,4716795416,4716795471,1,0,10
15255,4716795416,4716795526,1,0,10
15258,4716795417,4716795580,6,1,15
15260,4716795417,291483633,162,1,15
15262,4716795418,4716795508,3,2,20
15264,4716795418,4716795527,3,2,20
15266,4716795418,4716795533,5,2,20
15268,4716795435,4716795806,1,2,20
15270,4716795435,4716795750,1,0,10
15272,4716795437,4716795177,1,1,15
15274,4716795437,4716795375,3,2,20
15276,4716795437,4716795461,5,1,15
15278,4716795441,4716795763,5,2,20
15279,4716795441,4716795756,4,2,20
15281,4716795441,4716795586,2,1,15
15282,4716795443,4716795731,12,1,15
15283,4716795443,4716795838,23,2,20
15285,4716795443,4716795387,23,2,20
15286,4716795448,4716795166,1,2,20
15288,4716795448,4716795739,2,0,10
15289,4716795448,4716795169,15,1,15
15290,4716795451,4716795393,1,2,20
15292,4716795451,4716795504,1,1,15
15294,4716795461,4716795639,3,0,10
15296,4716795461,4716795698,3,1,15
15298,4716795461,4716795437,5,1,15
15300,4716795464,4716795407,1,0,10
15302,4716795464,4716795518,1,1,15
15304,4716795466,4716795479,3,2,20
15306,4716795466,4716795162,22,2,20
15307,4716795466,4716795163,4,0,10
15308,4716795470,4716795368,6,1,15
15312,4716795470,4716795994,4,0,10
15315,4716795470,4716795763,4,2,20
15316,4716795471,4716795525,1,2,20
15319,4716795471,4716795416,1,1,15
15322,4716795474,4716795814,5,2,20
15323,4716795474,4716795527,3,1,15
15325,4716795474,4716795817,3,0,10
15327,4716795474,4716795508,3,1,15
15328,4716795476,4716795555,21,2,20
15330,4716795476,4716795731,10,1,15
15331,4716795476,4716795574,8,2,20
15332,4716795479,4716795594,4,1,15
15334,4716795479,4716795466,3,1,15
15336,361797209,2213858162,174,1,15
15337,361797209,628773160,39,1,15
15338,343316058,250933656,166,2,20
15339,343316058,4315827383,45,0,10
15340,343316058,343316027,77,1,15
15341,343316059,250933654,165,2,20
15342,343316059,4315827382,46,0,10
15343,343316059,343316058,72,1,15
15344,591435362,247417628,14,1,15
15346,591435362,247417828,46,1,15
15347,591435362,591435159,14,0,10
15348,4716795503,4716795753,4,2,20
15350,4716795503,4716795174,1,1,15
15352,4716795504,4716795451,1,2,20
15354,4716795504,4716795560,1,1,15
15356,591435375,247417664,6,1,15
15358,591435375,247417827,11,1,15
15360,4716795508,4716795408,3,1,15
15362,4716795508,4716795418,3,1,15
15364,4716795508,4716795474,3,1,15
15365,4716795508,4716795625,5,2,20
15366,4716795515,1964023934,3,2,20
15369,4716795515,4716795832,4,1,15
15372,4716795515,4716795778,3,2,20
15374,2776667772,4405258293,10,2,20
15376,2776667772,2776664747,12,0,10
15378,2776667772,2776664740,14,1,15
15380,4716795518,4716795464,1,0,10
15382,4716795518,4716795577,1,1,15
15384,591435395,591435396,4,1,15
15386,591435395,247417575,16,2,20
15388,4716795524,4716795175,1,1,15
15390,4716795524,4716795330,15,1,15
15392,4716795525,4716795708,1,1,15
15395,4716795525,4716795471,1,1,15
15398,4716795526,4716795416,1,1,15
15401,4716795526,4716795353,1,0,10
15404,4716795527,4716795418,3,1,15
15406,4716795527,4716795474,3,0,10
15408,4716795527,4716795768,5,2,20
15410,591435396,846571209,5,0,10
15412,591435396,591435395,4,2,20
15414,4716795533,4716795168,1,1,15
15416,4716795533,4716795625,3,2,20
15418,4716795533,4716795418,5,1,15
15420,4716795539,4716795838,3,1,15
15422,4716795539,4716795413,11,2,20
15424,4716795546,506043053,17,0,10
15425,4716795546,4716795633,15,1,15
15426,4716795548,4716795996,10,2,20
15428,4716795548,4716795809,7,2,20
15430,4716795555,4716795830,1,1,15
15432,4716795555,4716795476,21,2,20
15434,4716795555,4716795564,7,2,20
15436,277124775,589803751,42,2,20
15437,277124775,553459306,9,1,15
15438,277124775,528650475,96,2,20
15439,4716795560,4716795504,1,2,20
15441,4716795560,4716795341,1,2,20
15443,4716795564,4716795574,21,0,10
15445,4716795564,4716795861,8,1,15
15447,4716795564,4716795555,7,1,15
15449,297178797,310957023,11,1,15
15450,297178797,310956988,117,1,15
15451,4716795569,4716795157,16,1,15
15452,4716795569,4716795594,3,1,15
15454,4716795572,4716795832,3,2,20
15456,4716795572,4716795778,4,1,15
15458,4716795574,4716795711,8,1,15
15459,4716795574,4716795564,21,1,15
15461,4716795574,4716795476,8,2,20
15462,4716795577,4716795518,1,1,15
15464,4716795577,4716795757,1,2,20
15466,4716795580,4716795417,6,0,10
15468,4716795580,1964023936,42,2,20
15469,4716795580,291483633,162,1,15
15470,297178812,297178813,72,1,15
15471,297178812,2562266920,12,0,10
15472,297178812,589533714,78,0,10
15473,297178813,297178812,72,0,10
15474,4716795584,4716795172,1,0,10
15476,4716795584,4716795846,15,2,20
15478,4716795584,4716795173,1,1,15
15480,4716795585,4716795633,5,2,20
15481,4716795585,4716795352,3,2,20
15483,4716795585,4716795406,3,2,20
15484,4716795586,4716795387,25,0,10
15486,4716795586,4716795994,5,1,15
15487,4716795586,4716795441,2,1,15
15488,4716795592,4716795170,1,0,10
15489,4716795592,4716795854,15,2,20
15491,4716795592,4716795171,1,2,20
15492,4716795594,4716795569,3,0,10
15494,4716795594,4716795479,4,1,15
15496,4716795594,4716795763,2,1,15
15499,4716795594,4716795739,2,0,10
15502,4716795598,4716795145,3,0,10
15503,4716795598,1288940374,5,1,15
15504,4716795598,1288940385,5,0,10
15505,880187088,52600161,12,2,20
15506,880187088,1283634748,28,1,15
15507,880187088,1953967173,90,2,20
15508,4716795604,4716795396,3,1,15
15510,4716795604,4716795629,3,1,15
15511,4716795604,4716795347,5,1,15
15512,4716795609,4716795809,10,1,15
15513,4716795609,4716795996,7,0,10
15515,4716795609,4716795711,12,2,20
15517,4716795609,4716795613,8,0,10
15518,4716795613,4716795609,8,1,15
15519,4716795613,4716795406,12,1,15
15521,4716795613,4716795809,3,1,15
15522,880187107,1725216465,14,0,10
15523,880187107,312718912,34,2,20
15524,579507946,579486160,182,1,15
15525,4716795625,4716795649,6,1,15
15526,4716795625,4716795533,3,2,20
15528,4716795625,4716795683,3,1,15
15530,4716795625,4716795508,5,0,10
15531,3132397292,711369961,45,1,15
15532,3132397292,3132397294,35,2,20
15533,3132397292,711369897,42,1,15
15534,4716795629,4716795604,3,1,15
15535,4716795629,4716795639,3,1,15
15537,4716795629,4716795638,5,2,20
15538,3132397293,711359373,84,0,10
15539,3132397293,3327893030,33,2,20
15540,3132397293,3132397296,20,0,10
15541,3132397294,711358545,4,1,15
15542,3132397294,711358543,63,1,15
15543,3132397294,3132397296,20,1,15
15544,3132397294,3132397292,35,2,20
15545,3132397296,711358620,74,1,15
15546,3132397296,711358557,4,1,15
15547,3132397296,3132397293,20,2,20
15548,3132397296,3132397294,20,2,20
15549,4716795633,4716795546,15,0,10
15550,4716795633,4716795370,3,1,15
15551,4716795633,4716795332,5,1,15
15552,4716795633,4716795585,5,0,10
15553,4716795638,4716795375,3,1,15
15555,4716795638,4716795759,48,2,20
15556,4716795638,4716795629,5,0,10
15557,4716795638,4716795747,14,1,15
