,u,v,distance(m),street type,speed(km/h)
1065,634784172,1271016045,1,1,15
1067,634784172,634784175,22,0,10
1069,634784169,1271016019,1,1,15
1071,634784169,253027667,168,0,10
1073,634784215,506050735,14,1,15
1076,634784215,6021320917,5,1,15
1079,332794352,2481930672,111,2,20
1080,332794352,244283340,87,2,20
1081,332794352,250480659,80,1,15
1082,6206786039,589402277,24,2,20
1083,6206786039,6206786040,17,1,15
1084,6206786040,26034672,52,1,15
1085,6206786040,6206786039,17,1,15
1086,634784251,6021320963,23,2,20
1089,634784251,1271016120,33,0,10
1090,634784251,1560149525,10,2,20
1092,332794361,2967254220,197,1,15
1093,332794361,332794364,73,1,15
1094,332794361,244283340,53,1,15
1095,356125188,356124906,106,2,20
1096,356125188,269335005,49,1,15
1097,356125188,575469226,27,1,15
1098,2279213588,5290706370,5,2,20
1099,2279213588,2189377528,12,2,20
1100,2279213588,5290706365,16,1,15
1101,356125211,356125287,58,2,20
1102,356125211,269335006,49,1,15
1103,30385484,30385496,82,2,20
1104,30385484,5959605036,37,0,10
1105,30385484,356088791,65,0,10
1106,30385484,30385487,100,2,20
1107,356125230,269335006,48,2,20
1108,356125230,912832679,103,2,20
1109,30385485,356088432,47,1,15
1110,30385485,356088983,59,1,15
1111,30385485,30385496,83,1,15
1112,30385485,30385495,117,1,15
1113,4056156756,4056156762,46,1,15
1114,4056156756,4056156761,45,1,15
1115,4056156756,4056156763,236,0,10
1116,4056156761,4056156756,45,2,20
1117,4056156762,4056156756,46,2,20
1118,4056156763,710016066,9,2,20
1119,4056156763,709951248,373,0,10
1120,4056156763,6197211404,9,2,20
1121,4056156763,4056156756,236,1,15
1122,30385486,1463656456,2,2,20
1123,30385486,1463620765,90,2,20
1124,30385486,1463620947,198,1,15
1125,266734181,4297530205,52,1,15
1126,266734181,248838949,110,1,15
1127,266734181,266734205,294,2,20
1128,266734181,4297530206,74,1,15
1129,356125287,356125397,51,0,10
1130,356125287,356125358,106,2,20
1131,266734205,767665017,7,1,15
1132,266734205,2810335202,196,1,15
1133,266734205,266734181,294,2,20
1134,266734205,767665024,7,0,10
1135,575539863,575538325,9,1,15
1137,575539863,575539547,84,1,15
1139,356125358,356124993,104,2,20
1140,356125358,356125287,106,0,10
1141,356125376,356125358,51,2,20
1142,356125376,3144850719,47,1,15
1143,266734280,4283908135,23,1,15
1144,266734280,417273054,158,1,15
1145,2086406859,356452831,79,1,15
1146,2086406859,934024695,96,2,20
1147,356125397,3144850717,14,1,15
1148,356125397,3144850719,59,1,15
1149,2789608266,4071090486,24,2,20
1150,2789608266,2789608267,30,2,20
1151,2789608266,440506809,29,0,10
1152,2789608267,2789608266,30,1,15
1153,634784607,634777949,7,1,15
1154,634784607,710034817,4,1,15
1155,634784608,634777956,6,0,10
1156,634784608,634784607,12,1,15
1157,634784608,634777950,7,1,15
1158,844499869,844501003,5,1,15
1159,844499869,844499874,36,0,10
1161,844499874,758610654,8,1,15
1162,844499874,844499869,36,1,15
1164,95554473,137148242,213,1,15
1165,95554473,86674159,497,2,20
1166,95554473,251083833,41,1,15
1167,95554479,95559042,29,1,15
1168,95554479,95558204,146,1,15
1169,95554479,95562831,244,1,15
1170,2879917017,2879917028,20,1,15
1173,2879917017,2885195904,8,1,15
1174,2879917028,2879917017,20,1,15
1177,2879917028,2885198474,8,2,20
1178,634784746,634777700,3,1,15
1179,634784746,60653731,4,1,15
1180,634784746,634777165,14,2,20
1181,634784747,4236838307,4,0,10
1182,634784747,441587780,4,1,15
1183,634784747,634777173,14,2,20
1184,2894990347,3743608248,9,1,15
1185,2894990347,589805478,6,2,20
1186,2894990347,589803751,13,0,10
1187,777915430,1283629001,10,1,15
1188,777915430,1283628974,75,2,20
1189,122817581,60072264,8,1,15
1190,122817581,589704716,8,1,15
1191,2090732592,4309902215,18,1,15
1192,2090732592,233262488,55,2,20
1193,2090732592,302571407,53,0,10
1194,2090732593,364850701,155,0,10
1195,2090732593,364850695,29,0,10
1196,2090732593,2090732595,21,0,10
1197,2090732594,224750302,210,1,15
1198,2090732594,4297530222,39,2,20
1199,2090732594,2090732596,53,2,20
1200,2090732595,2090732593,21,0,10
1201,2090732596,2090732594,53,1,15
1202,443288634,443288635,45,2,20
1204,443288634,250933585,44,0,10
1205,443288635,250933584,39,1,15
1206,443288635,443288634,45,1,15
1208,443288643,250933584,85,1,15
1209,443288643,443288645,60,2,20
1210,443288645,443288643,60,1,15
1211,122817608,3947038103,20,1,15
1212,122817608,589763842,4,1,15
1213,122817608,3743608254,4,1,15
1214,595594344,6167236674,9,1,15
1215,595594344,595594345,27,1,15
1216,595594345,6167236675,9,2,20
1217,595594345,6207022858,12,1,15
1218,595594346,6167236676,8,1,15
1219,595594346,6207022860,8,1,15
1220,595594347,6167236677,7,1,15
1221,595594347,595594348,17,1,15
1222,595594348,6167344540,4,2,20
1223,595594348,26034670,13,0,10
1224,595594349,6167236679,8,0,10
1225,595594349,595594350,36,1,15
1226,595594350,6167236680,9,1,15
1227,595594350,595594351,78,1,15
1228,595594351,6167236681,9,2,20
1229,595594351,6167344517,64,1,15
1230,595594352,26034669,12,1,15
1231,595594352,6167344378,7,0,10
1232,595594353,6167236684,8,0,10
1233,595594353,595594354,39,1,15
1234,595594354,6167236685,8,1,15
1235,595594354,4544002876,43,1,15
1236,595594355,6167236686,8,1,15
1237,595594355,6167265883,46,0,10
1238,595594357,4544035096,43,1,15
1239,595594360,6167236695,9,0,10
1240,595594360,595594361,40,1,15
1241,595594361,6167236696,9,1,15
1242,595594361,131221744,12,1,15
1243,595594361,595594362,44,1,15
1244,595594362,595594363,17,2,20
1245,595594363,6167231033,9,1,15
1246,595594363,6167489445,22,1,15
1247,595594365,6167231031,9,0,10
1248,595594365,6167152987,84,0,10
1249,595594366,6167231028,10,1,15
1250,595594366,4520380525,4,1,15
1251,595594367,6167231026,9,1,15
1252,595594367,634783845,102,0,10
1253,595594369,123087089,56,2,20
1254,595594369,3158860634,12,0,10
1255,595594369,595594370,32,1,15
1256,595594370,6167231024,10,2,20
1257,595594370,595594371,14,0,10
1258,595594371,26034526,12,2,20
1259,595594371,2850399839,78,1,15
1260,122817669,589759812,4,0,10
1261,122817669,760180220,5,1,15
1262,122817669,310957028,11,2,20
1263,5406797164,496572520,14,1,15
1264,5406797164,5406797158,114,2,20
1265,5406797164,496572522,20,1,15
1266,2399276232,2400289298,22,0,10
1267,2399276232,2399276234,34,0,10
1268,2399276234,2399276232,34,1,15
1269,6215568586,6215568585,7,1,15
1271,6215568586,582560120,49,1,15
1272,6215568586,582563607,21,0,10
1273,6215568585,5402876203,5,1,15
1275,6215568585,6215568586,7,0,10
1277,4330491092,579380269,59,1,15
1278,4330491092,579380060,58,2,20
1281,1112411372,1112411377,9,0,10
1282,1112411372,1112411389,7,0,10
1283,1112411372,130042868,21,2,20
1284,1112411377,1112411372,9,1,15
1285,1112411377,130043042,22,0,10
1286,1112411377,3790949324,243,0,10
1287,1112411389,3222652697,20,0,10
1288,1112411389,3222652695,21,1,15
1289,1112411389,1112411372,7,1,15
1290,1112411389,1112411413,23,0,10
1291,259132670,4520380447,267,1,15
1292,259132670,591407871,266,1,15
1293,259132676,3112130619,85,1,15
1294,1112411413,130043040,7,2,20
1295,1112411413,1112411389,23,1,15
1296,1112411413,3326880164,11,2,20
1297,1112411443,30942440,44,1,15
1298,1112411443,702351321,118,1,15
1299,1112411443,30942488,21,2,20
1300,581700917,581755097,65,0,10
1301,581700917,581758996,733,2,20
1302,581700917,581718875,1451,1,15
1303,259132727,2264456709,2,1,15
1304,35523904,283334269,32,2,20
1305,35523904,1686719046,14,2,20
1306,35523908,1283629001,28,0,10
1307,710020423,710020426,8,1,15
1309,710020423,710033525,10,1,15
1311,710020426,506049860,26,2,20
1313,710020426,710020423,8,0,10
1315,35523916,777906400,12,1,15
1316,35523916,4326586177,12,0,10
1317,35523917,53133031,62,0,10
1318,35523917,1833120526,8,1,15
1319,35523921,52599866,43,0,10
1320,35523921,777807061,33,1,15
1321,35523921,576757225,43,2,20
1322,260907229,260907254,143,0,10
1323,598347137,598347138,5,0,10
1325,598347137,1327098219,2,1,15
1326,598347137,598347148,36,1,15
1327,598347138,598347140,2,1,15
1329,598347138,598347137,5,2,20
1331,598347140,598347143,12,1,15
1333,598347140,598347138,2,0,10
1335,598347143,598347145,11,1,15
1337,598347143,598347140,12,2,20
1339,598347145,598347146,5,2,20
1341,598347145,598347143,11,1,15
1343,598347146,598347148,9,1,15
1345,598347146,598347145,5,1,15
1347,598347148,598347146,9,1,15
1349,598347148,598347137,36,1,15
1350,598347148,598401578,30,0,10
1351,711331285,703557071,69,0,10
1352,711331285,711331302,11,0,10
1354,711331285,711331300,6,2,20
1355,260907254,260907259,56,1,15
1356,260907254,260907255,112,2,20
1357,260907255,250933628,11,0,10
1358,260907255,260907218,129,1,15
1359,260907255,260907254,112,1,15
1360,711331300,711331301,11,1,15
1362,711331300,703556754,69,0,10
1363,711331300,711331285,6,1,15
1364,711331301,711331300,11,0,10
1366,711331301,711331302,6,0,10
1367,711331301,703556755,85,1,15
1368,711331302,711331285,11,1,15
1370,711331302,711331301,6,1,15
1371,711331302,703557070,85,1,15
1372,260907257,260907259,62,1,15
1373,711331304,703556753,69,2,20
1374,711331304,711331314,11,0,10
1376,711331304,711331316,7,1,15
1377,260907259,260907257,62,1,15
1378,260907259,260907223,75,1,15
1379,711331314,711331304,11,0,10
1381,711331314,711331315,7,0,10
1382,711331314,703556756,85,0,10
1383,711331315,711331316,11,0,10
1385,711331315,711331314,7,1,15
1386,711331315,703556751,85,0,10
1387,711331316,711331315,11,0,10
1389,711331316,703556750,69,2,20
1390,711331316,711331304,7,1,15
1391,711331318,711331334,11,1,15
1393,711331318,711331332,7,2,20
1394,711331318,703556752,85,0,10
1395,35524093,53132183,92,2,20
1396,35524093,1994687844,16,2,20
1397,35524096,35524350,118,1,15
1398,711331332,711331333,11,1,15
1400,711331332,711331318,7,1,15
1401,711331332,703556746,84,2,20
1402,711331333,703556747,68,2,20
1403,711331333,711331332,11,1,15
1405,711331333,711331334,7,1,15
1406,711331334,703556749,68,1,15
1407,711331334,711331318,11,1,15
1409,711331334,711331333,7,0,10
1410,711331337,711331362,11,1,15
1412,711331337,711331339,6,2,20
1413,711331337,703556745,84,2,20
1414,581701129,581703514,948,0,10
1415,711331339,711331361,11,0,10
1417,711331339,711331337,6,1,15
1418,711331339,703556743,85,0,10
1419,711331361,703556744,68,1,15
1420,711331361,711331339,11,2,20
1422,711331361,711331362,6,1,15
1423,711331362,711331337,11,2,20
1425,711331362,703556748,68,2,20
1426,711331362,711331361,6,0,10
1427,1449266721,1449266752,4,1,15
1428,1449266721,1449266778,19,1,15
1429,1449266727,1449266782,114,1,15
1430,1449266723,1445498767,11,1,15
1432,1449266723,1449266842,1,0,10
1433,1449266723,1449266757,40,2,20
1434,1449266733,1449285248,12,1,15
1435,1449266733,2302923329,9,1,15
1436,711331374,711331402,12,2,20
1438,711331374,703557072,68,1,15
1439,711331374,711331461,6,2,20
1440,1449266728,1449266736,16,1,15
1441,1449266728,1449308639,7,1,15
1442,1449266736,370750444,39,1,15
1443,1449266736,1449316577,33,2,20
1444,1449266740,1449266751,2,0,10
1445,1449266740,1449266794,5,1,15
1446,1449266740,1449266839,1,1,15
1447,1449266740,1449266826,24,0,10
1448,387700302,664378462,8,2,20
1450,387700302,664378915,84,2,20
1451,387700302,847533460,4,0,10
1452,1449266750,1449308531,26,1,15
1453,277089855,1713460557,13,0,10
1454,1449266752,1449266763,18,1,15
1455,1449266752,1449266817,93,0,10
1456,387700304,664378846,2,1,15
1458,387700304,664378732,1,1,15
1460,1449266751,1449266740,2,1,15
1461,1449266751,1449266823,5,1,15
1463,1449266751,1449266790,1,0,10
1464,1449266757,1445498748,3,1,15
1466,1449266757,1449266786,2,0,10
1467,1449266757,1449266723,40,1,15
1468,711331400,711331401,13,1,15
1470,711331400,711331461,8,1,15
1472,711331400,711331436,31,1,15
1474,711331401,711332926,8,2,20
1476,711331401,711331400,13,0,10
1478,711331401,711331418,35,1,15
1480,711331402,711331374,12,2,20
1482,711331402,711332926,6,2,20
1483,711331402,703557073,84,2,20
1484,2190478922,4326586216,6,1,15
1485,2190478922,6167191167,5,0,10
1486,2190478924,6167441070,5,0,10
1487,2190478924,4326586217,4,1,15
1488,2190478926,6167417946,3,1,15
1489,2190478926,4326586206,6,0,10
1490,2190478928,4326586221,5,0,10
1491,2190478928,6167191729,9,2,20
1492,2190478930,4326586213,5,1,15
1493,2190478930,6167440971,7,2,20
1494,1449266770,1449266790,8,1,15
1496,1449266770,1449266806,32,0,10
1497,1449266770,1449266823,9,2,20
1498,2190478932,4326586220,4,1,15
1499,2190478932,6167440949,6,0,10
1500,2190478934,6167440966,8,1,15
1501,2190478934,6167440973,6,2,20
1502,711331416,711331418,8,1,15
1504,711331416,711331420,6,1,15
1505,711331416,711332926,35,1,15
1506,2190478936,6167440985,7,0,10
1507,2190478936,4326586210,5,1,15
1508,711331418,711331419,6,1,15
1510,711331418,711331416,8,0,10
1512,711331418,711331401,35,0,10
1514,711331419,711331420,8,1,15
1516,711331419,711331418,6,1,15
1518,711331419,711332946,44,0,10
1520,711331420,711331416,6,2,20
1521,711331420,711331419,8,1,15
1523,711331420,711327756,44,0,10
1524,2190478940,4326586223,5,0,10
1525,2190478940,591429117,100,1,15
1526,2190478938,6167441064,7,0,10
1527,2190478938,4326586208,2,0,10
1528,2190478937,3394726640,105,2,20
1529,2190478937,6167247326,7,0,10
1530,1449266780,1669788996,25,2,20
1532,1449266780,60096663,28,0,10
1533,1449266780,269327967,44,2,20
1534,1449266782,1449266796,14,0,10
1535,1449266782,1449289349,33,1,15
1536,1449266781,1449266827,5,1,15
1538,1449266781,1449266842,2,0,10
1540,1449266781,1449266803,10,2,20
1541,1449266781,1449266832,1,1,15
1542,1449266790,1449266839,2,1,15
1543,1449266790,1449266770,8,0,10
1545,1449266790,1449266751,1,0,10
1546,1449266784,1449266778,2,1,15
1549,711331433,711331434,6,0,10
1550,711331433,711331436,8,1,15
1552,711331433,711331461,31,0,10
1553,711331434,711331435,8,1,15
1555,711331434,711331433,6,1,15
1556,711331434,711327759,32,2,20
1557,711331435,711331436,6,2,20
1559,711331435,711331434,8,1,15
1561,711331435,711331451,32,2,20
1563,711331436,711331433,8,1,15
1565,711331436,711331435,6,1,15
1567,711331436,711331400,31,0,10
1569,1367608940,140980425,35,2,20
1570,1367608940,1367608941,15,1,15
1571,1367608941,242532840,155,1,15
1572,1367608941,1367608940,15,1,15
1573,636882542,1715985894,45,2,20
1574,636882542,36821291,69,2,20
1575,599920234,385176510,46,0,10
1576,1449266796,4148846602,6,0,10
1577,1449266796,1449266802,68,0,10
1578,1449266802,6212685642,6,1,15
1579,1449266802,547589976,68,2,20
1580,1449266802,1449266728,91,1,15
1581,277089909,767584653,12,1,15
1582,277089909,767584716,19,0,10
1583,277089909,767584572,12,2,20
1584,277089910,277089909,14,1,15
1585,277089910,767584204,10,1,15
1586,1449266806,1449266817,11,1,15
1587,1449266806,1449266770,32,0,10
1588,1449266806,1445498763,34,2,20
1589,1449266803,1449266781,10,0,10
1590,1449266803,1445498767,4,1,15
1591,1449266803,3085955038,304,0,10
1592,1449266803,1449266827,11,2,20
1593,711331451,711327760,59,2,20
1595,711331451,711327759,8,1,15
1597,711331451,711331435,32,1,15
1599,1449266817,1449266806,11,1,15
1600,1449266817,1449285250,72,1,15
1603,1449266815,1449266832,6,2,20
1604,711331461,711331400,8,1,15
1606,711331461,711331374,6,1,15
1607,711331461,711331433,31,1,15
1608,1449266823,1449266751,5,1,15
1610,1449266823,1449266794,3,1,15
1611,1449266823,1449266826,25,1,15
1613,1449266823,1449266770,9,0,10
1614,277089929,6167357851,8,0,10
1615,277089929,1713460710,13,2,20
1616,1449266826,1449266794,23,2,20
1617,1449266826,1449266823,25,2,20
1619,1449266826,1449266740,24,1,15
1620,1449266827,1449266781,5,1,15
1622,1449266827,1449266777,14,0,10
1625,1449266827,1449266803,11,2,20
1626,1449266829,1445498748,3,1,15
1628,1449266829,1449266767,2,1,15
1629,1449266829,1445498745,30,2,20
1630,1449266832,1449266842,2,1,15
1631,1449266832,1449266781,1,2,20
1632,1449266832,1449266815,6,0,10
1633,1449266839,1449266763,38,1,15
1634,1449266839,1449266790,2,1,15
1635,1449266839,1449266740,1,0,10
1636,1449266841,1669788996,26,1,15
1637,1449266841,1449285243,8,0,10
1638,1449266841,1449295035,309,1,15
1639,1449266842,1449266781,2,2,20
1641,1449266842,1449266777,12,1,15
1643,1449266842,1449266723,1,1,15
1644,1449266842,1449266832,2,0,10
1645,711331500,708722778,44,1,15
1646,711331500,708722574,50,1,15
1647,711331500,711331508,18,1,15
1648,1868697262,306968841,6,2,20
1649,1868697262,6197211255,2147,1,15
1650,1868697262,4963495333,1173,1,15
1651,4301655729,1462398856,39,2,20
1652,4301655729,260906825,73,1,15
1653,4301655729,260906828,115,2,20
1654,711331508,708722502,50,0,10
1655,711331508,708718062,44,0,10
1656,711331508,711331500,18,0,10
1657,711331514,708722780,37,1,15
1658,711331514,708722778,39,0,10
1659,711331514,711331520,18,1,15
1660,711331520,708718062,39,1,15
1661,711331520,708722378,37,1,15
1662,711331520,711331514,18,1,15
1663,591400647,591393655,7,1,15
1664,560991951,560991956,4,0,10
1665,560991951,844461363,7,1,15
1666,560991951,844461606,8,0,10
1667,560991954,844489583,3,0,10
1668,560991954,560991962,5,1,15
